token	frequency	source	devanagari_candidate_1	devanagari_candidate_2	devanagari_candidate_3	devanagari_candidate_4
chauka	12	pilot_pool	चौका	चौक	छौका	चोका
chhodo	12	pilot_pool	छोड़ो	छोडो	छोडों	छोदो
daant	12	pilot_pool	दांत	दाँत	डाँट	डांट
dekhe	12	pilot_pool	देखे	देखें	डेखे	देके
delhipollution	12	pilot_pool	डेल्लीपोल्यूशन	डेल्लीपॉल्यूशन	डेल्हीपोल्यूशन	डेलहिपोल्यूशन
dhawan	12	pilot_pool	धवन	धावन	धवान	धवां
dho	12	pilot_pool	धो	ढो	ढ़ो	धों
dr	12	pilot_pool	डीआर	दर	द्र	ड्र
dunga	12	pilot_pool	दूंगा	डुंगा	डूंगा	दुंगा
fb	12	pilot_pool	एफबी	फ्ब	फ़ब	फ़ब्‌
hasi	12	pilot_pool	हसी	हासी	हँसी	हसि
hein	12	pilot_pool	हें	हेन	हीन	हैन
iamsrk	12	pilot_pool	आईएमएसआरके	आईएएमएसआरके	आईएएमसीआरके	आईएएमसर्क
jarur	12	pilot_pool	जरूर	जरुर	जारूर	जारुर
jarurat	12	pilot_pool	जरूरत	जरुरत	जरुरात	जरूरात
jayenge	12	pilot_pool	जाएंगे	जायेंगे	जाएँगे	जयेंगे
karlo	12	pilot_pool	करलो	कारलो	कर्लो	करलों
kaunsi	12	pilot_pool	कौंसी	काउंसी	कॉन्सी	कौँसी
kejri	12	pilot_pool	केजरी	कजरी	खेजरी	केजरि
kharaab	12	pilot_pool	खराब	ख़राब	ख्राब	खाराब
khol	12	pilot_pool	खोल	खोल्‌	ख़ोल	कोल
kiske	12	pilot_pool	किसके	किस्के	किसकी	कीसके
koshish	12	pilot_pool	कोशिश	कोशीश	कोशिष	कोशीष
kro	12	pilot_pool	करो	क्रो	कोर	कोरो
krta	12	pilot_pool	करता	कर्ता	कर्त्त	कर्टा
krti	12	pilot_pool	करती	कृति	कर्ति	कर्ती
ladkiyan	12	pilot_pool	लड़कियां	लड़कियाँ	लडकियां	लडकियाँ
ladko	12	pilot_pool	लड़को	लड़कों	लडको	लाडको
laggayivaat	12	pilot_pool	लग्गयिवात	लग्गयीवात	लग्गयीवाट	लग्गायिवात
lal	12	pilot_pool	लाल	लल	लल्‌	लाल्‌
layak	12	pilot_pool	लायक	लयक	लयाक	लैयक
lokarlounfollow	12	pilot_pool	लोकार्लोउनफोलो	लोकार्लोउनफॉलो	लोकर्लोउनफोलो	लोकर्लोउनफॉलो
mene	12	pilot_pool	मेने	मैने	मीन	मेन
mohitparmarr	12	pilot_pool	मोहितपरमार	मोहितपरमर्र	मोहितपरमर	मोहीतपरमार
msgmissionhumanity	12	pilot_pool	मैस्गमिशनह्यूमैनिटी	मैसग्मिशनह्यूमैनिटी	मैसगमिशनह्यूमैनिटी	मैस्गमिशनह्यूमैनिटि
mujh	12	pilot_pool	मुझ	मूझ	मुझ्‌	मझ
mustwatchmsg	12	pilot_pool	मस्टवाचम्सग	मस्टवॉचम्सग	मस्टवाचम्स्ग	मस्टवॉचम्स्ग
narendra	12	pilot_pool	नरेंद्र	नरेन्द्र	नारेंद्र	नरेंद्रा
ojasism	12	pilot_pool	ओजसिज्म	ओजेसिज्म	ओजासिज्म	ओजैसिज्म
paar	12	pilot_pool	पार	पर	पार्‌	पॉर
padha	12	pilot_pool	पढ़ा	पढा	पढ़	पधा
pahunch	12	pilot_pool	पहुंच	पहुँच	पहूंच	पहूँच
pakad	12	pilot_pool	पकड़	पाकड़	पकड	पाकड
purani	12	pilot_pool	पुरानी	पुराणी	पुरनी	पूरानी
ranaayyub	12	pilot_pool	रनाय्यूब	रनायुब	रनाय्युब	रनायूब
samay	12	pilot_pool	समय	सामय	समाय	समय्‌
sapne	12	pilot_pool	सपने	सापने	सप्ने	सपनें
shahrcasm	12	pilot_pool	शाहरकाज्म	शाहरकास्म	शहरकाज्म	शाहरकाज़म
shahrukh	12	pilot_pool	शाहरुख	शाहरूख	शाहरख	शहरुख
slimswamy	12	pilot_pool	स्लिमस्वामी	स्लिम्सवामी	स्लीमस्वामी	स्लिम्स्वामी
sona	12	pilot_pool	सोना	सोन	सौना	सूना
suno	12	pilot_pool	सुनो	सूनो	सुनों	सनो
tez	12	pilot_pool	तेज	तेज़	टेज़	टेज
their	12	pilot_pool	थेर	थीर	थेयर	थीयर
them	12	pilot_pool	थेम	थीम	थैम	ठेम
timesnow	12	pilot_pool	टाइमस्नो	टाइम्सनो	टाईमस्नो	टाइमसनो
unhone	12	pilot_pool	उन्होंने	उन्होने	उनहोंने	उहोंने
waali	12	pilot_pool	वाली	वालि	वालीं	वाली़
yo	12	pilot_pool	यो	यों	यू	यौ
zamana	12	pilot_pool	जमाना	ज़मना	जमना	ज़मान
zor	12	pilot_pool	ज़ोर	जोर	ज़ॉर	जॉर
zzoker	12	pilot_pool	ज़ोकर	जाकर	जोकर	ज्जोकर
aadha	11	pilot_pool	आधा	आढ़	आदा	आध
aakar	11	pilot_pool	आकर	आकार	आंकर	अकर
aamir	11	pilot_pool	आमिर	आमीर	अमीर	अमिर
aaptards	11	pilot_pool	आप्टर्डस	आप्टर्ड्स	आप्तर्द्स	आप्टार्डस
abpnewstv	11	pilot_pool	एबीपीन्यूएसटीवी	एबीपीन्यूस्टीवी	एबीपीन्यूज़्त्व	एबीपीन्यूज़्तव
achi	11	pilot_pool	अची	अचि	आची	एची
admin	11	pilot_pool	एडमिन	एड्मिन	एडमीन	अडमिन
agli	11	pilot_pool	अगली	अग्ली	आगली	अग्लि
agr	11	pilot_pool	एजीआर	अगर	अग्र	आग्र
airtel	11	pilot_pool	एयरटेल	एअरटेल	एरटेल	ऐरटेल
akele	11	pilot_pool	अकेले	आकेले	एकेले	अकेल
bachhe	11	pilot_pool	बच्चे	बछे	बाछे	बछें
bacho	11	pilot_pool	बचो	बाचो	बचों	बाछो
bande	11	pilot_pool	बंदे	बांदे	बांडे	बंडे
banta	11	pilot_pool	बांटा	बनता	बंटा	बांता
bday	11	pilot_pool	बडे	बदाय	बीडे	बडाय
bheem	11	pilot_pool	भीम	बीम	भिम	भीं
bhut	11	pilot_pool	भूत	भुत	भुट	भूट
bijli	11	pilot_pool	बिजली	बीजली	बिज्ली	बिजलि
bleedblue	11	pilot_pool	ब्लीडब्लू	ब्लिडब्लू	ब्लीडब्लु	ब्लीडब्लूए
botal	11	pilot_pool	बोतल	बोताल	बोटल	बोटाल
bula	11	pilot_pool	बुला	बूला	बुल	बूल
chalane	11	pilot_pool	चलने	चलाने	चालने	चलनें
dekhiye	11	pilot_pool	देखिए	देखिये	देखीये	देखीए
dhyaan	11	pilot_pool	ध्यान	धयान	द्यान	ध्यां
dhyan	11	pilot_pool	ध्यान	ध्यन	धयान	ढ्यान
dikhta	11	pilot_pool	दिखता	दीखता	दिख्ता	दिख़ता
doodh	11	pilot_pool	दूध	डूढ़	दुध	डूढ
doosre	11	pilot_pool	दूसरे	दुसरे	दूसरें	डूसरे
dutt	11	pilot_pool	डट	दत	दत्‌	दुत
fark	11	pilot_pool	फर्क	फार्क	फरक	फारक
gaana	11	pilot_pool	गाना	गाणा	गान	गाण
gali	11	pilot_pool	गली	गाली	गलि	गेली
gaon	11	pilot_pool	गांव	गाँव	गाओं	गाउँ
gud	11	pilot_pool	गुड	गुड़	गुद	गड
gussa	11	pilot_pool	गुसा	गुस्स	गस्सा	गूसा
gyaan	11	pilot_pool	ज्ञान	ग्यान	जान	गयान
haryana	11	pilot_pool	हरियाणा	हरयाणा	हरयाना	हर्याणा
himmat	11	pilot_pool	हिम्मत	हिंमत	हिमत	हिम्मट
hokar	11	pilot_pool	होकर	होकार	हॉकर	हौकर
huye	11	pilot_pool	हुए	हुये	हूये	हूए
indvpak	11	pilot_pool	इंडवपाक	इंदवपाक	इंद्वपाक	इंडव्पाक
intezaar	11	pilot_pool	इंतज़ार	इंतेज़ार	इन्तज़ार	इंतज़ाऱ
jaake	11	pilot_pool	जाके	जाकें	झाके	जाक
jashn	11	pilot_pool	जश्न	जशन	जस्न	जाशन
jitni	11	pilot_pool	जितनी	जीतनी	जिटनी	जित्नी
kafi	11	pilot_pool	काफी	कफी	कफ़ी	काफि
kahani	11	pilot_pool	कहानी	कहनी	कहाणी	कहानि
karein	11	pilot_pool	करें	करैन	करैं	कारें
kese	11	pilot_pool	केसे	कैसे	केस	कसे
khada	11	pilot_pool	खड़ा	खादा	खडा	खाडा
khali	11	pilot_pool	खाली	खली	खलि	खालि
khao	11	pilot_pool	खाओ	खो	खाऊ	खओ
khareed	11	pilot_pool	खरीद	ख़रीद	खारीद	खरिद
kijiye	11	pilot_pool	कीजिए	किजिए	किजिये	कीजिये
kyuki	11	pilot_pool	क्युकी	क्यूकी	क्यूकि	क्युकि
mandir	11	pilot_pool	मंदिर	मन्दिर	मंदीर	मन्दीर
namo	11	pilot_pool	नमो	नामो	नमों	नैमो
nehi	11	pilot_pool	नेही	नही	नेहि	नहि
paa	11	pilot_pool	पा	पीए	प	प्‌
paida	11	pilot_pool	पैदा	पैडा	पैड़ा	पाइदा
paytm	11	pilot_pool	पेटीएम	पैटीएम	पेटीएम्‌	पायटीएम
pila	11	pilot_pool	पीला	पिला	पाइला	पिल
pointkyahai	11	pilot_pool	पॉइंटक्याहै	पोइंटक्याहै	पॉइन्टक्याहै	पॉइंटक्याहैं
purane	11	pilot_pool	पुराने	पुरने	पुराणे	पूरने
qandeel	11	pilot_pool	कंदील	क़ंदील	क़न्दील	कंडील
raggedtag	11	pilot_pool	रैगेडटैग	रैग्डटैग	रैगडटैग	रेगेडटैग
rahulroushan	11	pilot_pool	राहुलरौशन	राहुलरोशन	राहुलराउशन	राहुलरूशन
raina	11	pilot_pool	रैना	राइना	रायना	रेना
rajiv	11	pilot_pool	राजीव	राजिव	रजीव	राजव
rakhi	11	pilot_pool	रखी	राखी	रखि	राखि
rakhne	11	pilot_pool	रखने	राखने	रख्ने	रखनें
rona	11	pilot_pool	रोना	रोणा	रॉना	रोन
sabka	11	pilot_pool	सबका	साबका	सब्का	शबका
sher	11	pilot_pool	शेर	शर	शैर	शीर
shraddhakapoor	11	pilot_pool	श्रद्धाकपूर	श्रद्धाकापुर	श्रद्धाकापूर	श्रद्धाकपुर
sritikadhar	11	pilot_pool	श्रीतिकाधार	सृतिकाधार	श्रीतिकाधर	स्रीतिकाधर
sunne	11	pilot_pool	सुनने	सन्ने	सुने	सुन्न
surgicalstrikes	11	pilot_pool	सर्जिकलस्ट्राइक्स	सर्जीकलस्ट्राइक्स	सर्जिकल्स्ट्राइक्स	सर्जिकलस्ट्राईक्स
taiyaar	11	pilot_pool	तैयार	तइयार	तैयाऱ	टैयार
ulta	11	pilot_pool	उल्टा	उलटा	उल्ता	उलता
utar	11	pilot_pool	उतर	उतार	ऊतर	उत्र
virodh	11	pilot_pool	विरोध	बिरोध	विरौध	विरोध्‌
vodafone	11	pilot_pool	वोडाफोन	वोडाफ़ोन	वॉडाफोन	वोडफोन
aagaye	10	pilot_pool	आगये	आगाये	आगाए	आगए
aai	10	pilot_pool	आई	एआई	आइ	एएई
ambani	10	pilot_pool	अंबानी	अम्बानी	अंबाणी	अंबनी
amitshah	10	pilot_pool	अमितशाह	अमीतशाह	अमितशह	आमितशाह
ankit	10	pilot_pool	अंकित	आंकित	अँकित	अनकित
ayega	10	pilot_pool	आएगा	आयेगा	अयेगा	अएगा
ayye	10	pilot_pool	अय्य	आय्ये	अय्ये	अय्यें
bacche	10	pilot_pool	बच्चे	बच्छे	बछे	बैचे
bache	10	pilot_pool	बचे	बाचे	बचें	बाछे
banao	10	pilot_pool	बनाओ	बनाओं	बानाओ	बनाऊ
banna	10	pilot_pool	बन्ना	बना	बन्न	बाना
banti	10	pilot_pool	बांटी	बंटी	बांती	बंती
barabar	10	pilot_pool	बराबर	बाराबर	बराबार	बरबर
bcci	10	pilot_pool	बीसीसीआई	बीसीसीआइ	बिसीसीआई	बीसीसी
bdutt	10	pilot_pool	बदुत्त	ब्दुत्त	बडुट	बडुट्ट
bechare	10	pilot_pool	बेचारे	बेचरे	बिचारे	बचारे
bheja	10	pilot_pool	भेजा	भेज	भीजा	भजा
bhejo	10	pilot_pool	भेजो	भेजों	बेजो	भेंजो
chaal	10	pilot_pool	चाल	छाल	चल	शाल
chota	10	pilot_pool	चोटा	छोटा	चोट	चोता
could	10	pilot_pool	कोल्ड	काउल्ड	कूल्ड	कौल्ड
darna	10	pilot_pool	डरना	दरना	दारना	डारना
dekar	10	pilot_pool	देकर	डेकर	देकार	ढेकर
dhan	10	pilot_pool	धन	धान	ढान	धन्‌
dharm	10	pilot_pool	धर्म	धर्म्‌	धरम	ढर्म
dikhane	10	pilot_pool	दिखने	दिखाने	दीखने	दीखाने
dikhao	10	pilot_pool	दिखाओ	दिखाओं	दीखाओ	दिकाओ
dilwale	10	pilot_pool	दिलवाले	दिलवले	दीलवाले	डिलवाले
dua	10	pilot_pool	दुआ	डुआ	डूआ	दूआ
etc	10	pilot_pool	ईटीसी	इटीसी	एटीसी	ईतीसी
exsecular	10	pilot_pool	एक्ससेक्यूलर	एक्ससेक्युलर	एक्ससीक्यूलर	एक्सेक्यूलर
facebook	10	pilot_pool	फेसबुक	फ़ेसबुक	फेसबूक	फैसबुक
fayda	10	pilot_pool	फायदा	फैदा	फयदा	फायदे
gandi	10	pilot_pool	गंदी	गांडी	गंडी	गांदी
garam	10	pilot_pool	गरम	गर्म	गारम	गराम
ghum	10	pilot_pool	घुम	घूम	गुम	घम
gyan	10	pilot_pool	ज्ञान	ग्यान	गयान	ग्यां
haa	10	pilot_pool	हा	हाँ	हँ	ह
hahah	10	pilot_pool	हहह	हाहा	हाहह	हहाह
hawa	10	pilot_pool	हवा	हावा	ह्वा	हव
hogaye	10	pilot_pool	होगाए	होगये	होगाये	होगए
humein	10	pilot_pool	हमें	हुमें	हूमें	हुमैं
humse	10	pilot_pool	हमसे	हम्से	हुमसे	हम्सी
inhone	10	pilot_pool	इन्होने	इनहोने	इनहोंने	इन्होंन
into	10	pilot_pool	इंटो	इंतो	इन्तो	इन्टो
iphone	10	pilot_pool	आईफोन	आइफोन	आईफ़ोन	इफोन
jaakar	10	pilot_pool	जाकर	जाकड़	ज़ाकर	झाकर
jadeja	10	pilot_pool	जडेजा	जाडेजा	जड़ेजा	जदेजा
jb	10	pilot_pool	जेबी	जब	जैब	जब्‌
jhoot	10	pilot_pool	झूट	झुट	झोट	झूत
jitne	10	pilot_pool	जितने	जीतने	जित्ने	जितनें
kaale	10	pilot_pool	काले	काली	काल	खाले
kaan	10	pilot_pool	कान	काँ	कां	काण
kapil	10	pilot_pool	कपिल	कापिल	कपील	कैपिल
kash	10	pilot_pool	काश	कश	कैश	कश्‌
khaana	10	pilot_pool	खाना	खान	खाणा	ख़ाना
khate	10	pilot_pool	खाते	खटे	खाटे	खते
khaye	10	pilot_pool	खाए	खाये	खये	खाएँ
khelta	10	pilot_pool	खेलता	खेलटा	खेल्ता	खेल्टा
khilaf	10	pilot_pool	खिलाफ	खिलाफ़	खिलफ	खिलफ़
lanka	10	pilot_pool	लंका	लांका	लैंका	लंक
majak	10	pilot_pool	मजाक	मजक	माजक	मज़क
mandal	10	pilot_pool	मंडल	मण्डल	मंडाल	मांडल
marne	10	pilot_pool	मारने	मरने	मर्ने	मार्न
milkar	10	pilot_pool	मिलकर	मिल्कर	मिल्कार	मिलकार
milke	10	pilot_pool	मिल्के	मिलके	मिल्क	मिल्की
msd	10	pilot_pool	एमएसडी	मस्द	मसद	मस्ड
muje	10	pilot_pool	मुजे	मुझे	मूजे	मजे
mujhko	10	pilot_pool	मुझको	मुझकों	मूझको	मुझ्को
nainkatary	10	pilot_pool	नैंकटरी	नैंकट्री	नैंकेटरी	नैंकाटरी
nautanki	10	pilot_pool	नौटंकी	नौटांकी	नौतंकी	नौटंकि
nikla	10	pilot_pool	निकला	निक्ला	निकल	नीकला
paap	10	pilot_pool	पाप	पॉप	पाप्‌	पप
patakhe	10	pilot_pool	पटाखे	पटखे	पताखे	पतखे
phool	10	pilot_pool	फूल	फुल	फ़ूल	पूल
piche	10	pilot_pool	पीछे	पिचे	पीचे	पिछे
pootna	10	pilot_pool	पूतना	पुतना	पुटना	पूटना
rah	10	pilot_pool	रह	राह	रह्‌	रेह
rehne	10	pilot_pool	रहने	रेहने	रह्ने	रहनें
rehti	10	pilot_pool	रहती	रेहती	रेहटी	रहटी
saalo	10	pilot_pool	सालो	सालों	शालो	सलो
sabha	10	pilot_pool	सभा	सभ	सबा	सभ्‌
sabke	10	pilot_pool	सबके	साबके	सब्के	सभके
sagarikaghose	10	pilot_pool	सागरिकाघोस	सागरिकघोसे	सागरिकघोस	सागरिकाघोज
samjho	10	pilot_pool	समझो	समझों	संझो	सम्झो
san	10	pilot_pool	सन	सान	सैन	सं
sara	10	pilot_pool	सारा	सरा	सर	सार
sawaal	10	pilot_pool	सवाल	स्वाल	संवाल	सावाल
sri	10	pilot_pool	श्री	सरी	स्री	स्रि
taang	10	pilot_pool	टांग	तांग	टाँग	ताँग
talaq	10	pilot_pool	तलाक	तलक	तलक़	तालक
tatti	10	pilot_pool	टट्टी	तत्ती	तट्टी	तत्ति
tujh	10	pilot_pool	तुझ	तूझ	तझ	टुझ
unsubtledesi	10	pilot_pool	अनसबटलेडेसी	अनसबटलदेसी	अनसबटलडेसी	अनसब्टलदेसी
uth	10	pilot_pool	उठ	उथ	ऊठ	उत
vyomnaut	10	pilot_pool	व्योमनॉट	व्योमनौत	व्योमनोत	व्योमनाउट
without	10	pilot_pool	विथआउट	विथाउट	विटहाउट	विताउट
zameen	10	pilot_pool	जमीन	ज़मीन	ज़मीं	जमीं
aadhe	9	pilot_pool	आधे	आढ़े	आढे	आदे
aahe	9	pilot_pool	आहे	आहें	अहे	एएचई
aashirwad	9	pilot_pool	आशीर्वाद	आशिर्वाद	आशिरवाद	आशीरवाद
achchi	9	pilot_pool	अच्छी	अच्ची	अछी	अच्चि
amitabh	9	pilot_pool	अमिताभ	अमिताब	अमितभ	अमीताभ
apke	9	pilot_pool	आपके	अपके	अप्के	एपीके
bachchan	9	pilot_pool	बच्चन	बच्छन	बचान	बचन
bechara	9	pilot_pool	बेचरा	बेचार	बेचर	बचारा
bewakoof	9	pilot_pool	बेवकूफ	बेवकूफ़	बेवाकूफ	बेवकुफ
bhare	9	pilot_pool	भरे	भारे	भरें	भैर
bhole	9	pilot_pool	भोले	बोले	भौले	भोल
bhook	9	pilot_pool	भूक	भूख	भुक	भूक्‌
bhot	9	pilot_pool	भोट	भोत	भौत	भोट्‌
bigad	9	pilot_pool	बिगड़	बिगाड	बिगड	बिगद
celeb	9	pilot_pool	सेलेब	सिलेब	केलेब	सेलेब्‌
chalti	9	pilot_pool	चलती	चालती	चल्ती	चाल्टी
choti	9	pilot_pool	छोटी	चोटी	चोती	चोटि
chutiye	9	pilot_pool	चुटिए	चुटिये	छुटिये	छुटिए
congrats	9	pilot_pool	कांग्रेट्स	कॉन्ग्रेट्स	कांग्रैट्स	कांग्राट्स
dala	9	pilot_pool	डाला	दाला	दला	डला
dashhtweets	9	pilot_pool	डाश्टवीट्स	डाष्टवीट्स	डैश्टवीट्स	डॉश्टवीट्स
doosri	9	pilot_pool	दूसरी	दुसरी	डूसरी	दूशरी
durr	9	pilot_pool	दूर	दुर	डर	डर्र
dusro	9	pilot_pool	दुसरो	दूसरो	दुसरों	दसरो
failedcmnitish	9	pilot_pool	फैलेडकम्निटिश	फैलेडक्मनिटिश	फैलेडकमनिटिश	फैलेडकम्निटिस
gf	9	pilot_pool	जीएफ	जीफ	गफ	जिएफ
gurgaon	9	pilot_pool	गुड़गांव	गुरगांव	गुरगाँव	गूरगांव
haalat	9	pilot_pool	हालत	हालात	हालट	हलत
halat	9	pilot_pool	हालत	हलत	हलात	हालट
hara	9	pilot_pool	हरा	हर	हार	हर्‌
horaha	9	pilot_pool	होरहा	होराहा	होरह	होराह
hy	9	pilot_pool	ही	हाई	हाय	हाइ
intezar	9	pilot_pool	इंतजार	इंतज़ार	इन्तजार	इंतेजार
ismein	9	pilot_pool	इसमें	इस्में	इसमैं	इस्मैं
jaag	9	pilot_pool	जाग	जग	ज़ाग	जॉग
jaanch	9	pilot_pool	जांच	जाँच	जान्च	जांछ
jaanta	9	pilot_pool	जानता	जांता	जाँता	जान्ता
jaenge	9	pilot_pool	जाएंगे	जाएँगे	जेंगे	जैंगे
jald	9	pilot_pool	जल्द	जाल्द	जल्ड	जलद
jawaab	9	pilot_pool	जवाब	ज़वाब	ज्वाब	जावाब
jdu	9	pilot_pool	जेडीयू	जोडू	जडू	जदू
joydas	9	pilot_pool	जॉयदास	जोयदास	जॉयडास	जायदास
kaala	9	pilot_pool	काला	काल	काले	कला
kahaanify	9	pilot_pool	कहानिफाई	कहानिफ्य	कहानीफाई	कहानिफ़्य
kahenge	9	pilot_pool	कहेंगे	कहेँगे	कहेगें	कहेगे
karunga	9	pilot_pool	करूंगा	करुंगा	करूँगा	करुँगा
kehti	9	pilot_pool	कहती	केहती	कहटी	केहटी
khatm	9	pilot_pool	खत्म	खात्म	खतम	खातम
khela	9	pilot_pool	खेला	खेल	खेले	खैला
khelte	9	pilot_pool	खेलते	खेल्ते	खेल्टे	खेलटे
knicks	9	pilot_pool	निक्स	निक	निकों	निकस
kripa	9	pilot_pool	कृपा	क्रिपा	कृप	क्रिप
kshisodia	9	pilot_pool	क्षिसोदिया	क्षीसोदिया	क्षिसोडिया	क्षिसोड़िया
kyonki	9	pilot_pool	क्योंकि	क्योंकी	कयोंकी	क्योनकी
ladai	9	pilot_pool	लड़ाई	लडाई	लदाई	लादाई
laddu	9	pilot_pool	लड्डू	लद्दू	लड्डु	लद्दु
lagata	9	pilot_pool	लगता	लगाता	लागता	लगत
lagte	9	pilot_pool	लगते	लागते	लग्ते	लागटे
lamba	9	pilot_pool	लंबा	लम्बा	लांबा	लाम्ब
landacquisitionbill	9	pilot_pool	लैंडक्विजिशनबिल	लैंडेक्विजिशनबिल	लैंडैक्विजिशनबिल	लैंडाक्विजिशनबिल
luv	9	pilot_pool	लुव	लव	लूव	लव्‌
maarne	9	pilot_pool	मारने	मार्ने	मारणे	मरने
maarte	9	pilot_pool	मारते	मार्ते	मार्टे	मरते
maggi	9	pilot_pool	मग्गी	मैगी	मागी	मगी
marte	9	pilot_pool	मारते	मार्टे	मरते	मर्ते
naha	9	pilot_pool	नहा	नाहा	नह	नाह
naukri	9	pilot_pool	नौकरी	नौक्री	नोकरी	नाउकरी
nikle	9	pilot_pool	निकले	निकल	निकेल	नीकले
padhne	9	pilot_pool	पढ़ने	पढने	पढ्ने	पढेने
pandya	9	pilot_pool	पांड्या	पंड्या	पाण्ड्य	पांड्य
peeta	9	pilot_pool	पीता	पीटा	पीट	पीत
piya	9	pilot_pool	पिया	पीया	पीय	पिय
pucha	9	pilot_pool	पूछा	पुचा	पुछा	पूचा
rahane	9	pilot_pool	रहने	रहाने	रहाणे	रहनें
rone	9	pilot_pool	रोने	रोन	रोनी	रॉन
salu	9	pilot_pool	सालू	सालु	सलू	सलु
satya	9	pilot_pool	सत्य	सत्या	सात्य	सतया
sharab	9	pilot_pool	शराब	शरब	शारब	शर्ब
sharanyashettyy	9	pilot_pool	शरण्याशेट्टी	शरण्याशेट्टीय	शरण्यशेट्टी	शरण्यशेट्टीय
shoaib	9	pilot_pool	शोएब	शोइब	शोयब	शोआइब
sim	9	pilot_pool	सिम	सीम	सिम्‌	सिंम
sudhar	9	pilot_pool	सुधार	सुधर	सूधार	सूधर
sunte	9	pilot_pool	सुनते	सुंटे	सुन्ते	सुंते
supw	9	pilot_pool	सुपवा	सुप्व	सप्व	सुपव
swagat	9	pilot_pool	स्वागत	स्वगत	स्वागट	स्वगट
tareef	9	pilot_pool	तरीफ	तारीफ	तरीफ़	तरिफ
thak	9	pilot_pool	थक	थाक	तक	ठक
thedillimirror	9	pilot_pool	थेडिलिमिरर	थेडिलीमिरर	थेडिलीमिर्रर	थेडिलिमिर्रर
udhar	9	pilot_pool	उधर	उधार	ऊधर	उधर्‌
until	9	pilot_pool	अंटिल	अनटिल	उंटिल	उन्तिल
usme	9	pilot_pool	उसमे	उसमें	उस्मे	उस्में
vadra	9	pilot_pool	वद्र	वद्रा	वडरा	वाद्र
yuvraj	9	pilot_pool	युवराज	यूवराज	यवराज	युव्राज
zarurat	9	pilot_pool	जरूरत	ज़रूरत	ज़रुरत	जरुरत
aadhi	8	pilot_pool	आधी	आधि	आढ़ी	अधि
abey	8	pilot_pool	अबे	आबे	अबेय	अबै
akela	8	pilot_pool	अकेला	आकेला	अकेल	एकेला
anupampkher	8	pilot_pool	अनुपंपखेर	अनुपम्पखेर	अनुपमपखेर	अनुपंपक्षर
ata	8	pilot_pool	एटीए	आटा	अता	अटा
azaadi	8	pilot_pool	अज़ादी	आजादी	आज़ादी	अजादी
baarish	8	pilot_pool	बारिश	बारीश	बारिष	बारिस
bachi	8	pilot_pool	बची	बाची	बचि	बाचि
badha	8	pilot_pool	बढ़ा	बाधा	बढा	बधा
badnaam	8	pilot_pool	बदनाम	बड़नाम	बढ़नाम	बडनाम
banate	8	pilot_pool	बनते	बनाते	बानते	बनाटे
bataya	8	pilot_pool	बताया	बटाया	बतया	बाटाया
bedi	8	pilot_pool	बेदी	बेड़ी	बेडी	बेड़ि
bekar	8	pilot_pool	बेकर	बेकार	बैकर	बीकर
bf	8	pilot_pool	बीएफ	बीफ	बीफ़	भ
bhaag	8	pilot_pool	भाग	भाग्‌	बाग	भग
bhag	8	pilot_pool	भाग	भग	भग्‌	बाग
bhikari	8	pilot_pool	भिकारी	भिकरी	भीकरी	भीकारी
bitcoin	8	pilot_pool	बिटकॉइन	बिटकोइन	बिटकॉयन	बिटकॉईन
bna	8	pilot_pool	बना	बीएन	बन्‌	बन
buri	8	pilot_pool	बुरी	बूरी	बुरि	बरी
burnol	8	pilot_pool	बर्नोल	बरनोल	बर्नॉल	बुर्नोल
catwomaniya	8	pilot_pool	कैटवुमनिया	कैटवुमनीय	कैटवूमनीय	कैटवूमनिया
cheen	8	pilot_pool	चीन	चीं	छीन	चीण
chhe	8	pilot_pool	छे	छें	छी	छेँ
chipka	8	pilot_pool	चिपका	चिप्का	छिपका	चीपका
chote	8	pilot_pool	छोटे	चोटे	चोट	चोते
darshan	8	pilot_pool	दर्शन	दर्शान	दार्शन	दरशन
deepika	8	pilot_pool	दीपिका	दिपिका	दीपिक	दीपीका
dev	8	pilot_pool	देव	डेव	देव्‌	डेव्‌
dhokha	8	pilot_pool	धोखा	ढोखा	दोखा	धोख
dukh	8	pilot_pool	दुख	दुःख	दूख	डुख
duper	8	pilot_pool	डुपर	ड्यूपर	डूपर	ड्युपर
dur	8	pilot_pool	दूर	दुर	डूर	डर
during	8	pilot_pool	ड्यूरिंग	डयूरिंग	डुरिंग	ड्यूरिङ
faadutweets	8	pilot_pool	फाडुटवीट्स	फादुत्वीत्स	फादतवीट्स	फादुतवीट्स
fuljhadii	8	pilot_pool	फुलझड़ी	फूलझड़ी	फ़ुलझड़ी	फुलझडी
garmi	8	pilot_pool	गर्मी	गरमी	गर्मि	गारमी
ghamand	8	pilot_pool	घमंड	घमण्ड	घमांड	घामंड
gir	8	pilot_pool	गिर	गीर	गिर्‌	जीआर
haddhaiyaar	8	pilot_pool	हद्धैयार	हड़धैयार	हड्ढैयार	हद्दैयार
hafte	8	pilot_pool	हफ्ते	हाफ्ते	हफ़्ते	हफते
haq	8	pilot_pool	हक	हक़	हाक	हैक
hinnaz	8	pilot_pool	हिनाज	हिन्नाज	हिन्नज	हिंनाज
iamkits	8	pilot_pool	आईएमकिट्स	इमकिट्स	इयामकिट्स	आईएएमकीटीस
